Page ID	Title	Author	Composition Year	Original Language	Translator	Translation Year	Project	Subject	Source URL	Text
843800	Sacratissimo latte	Antonio Bruni (poeta)					Letteratura	Sonetti	Indice:AA. VV. - Lirici marinisti.djvu	
684099	Sacri superbi avventurosi e cari	Benedetto Varchi					Letteratura	Sonetti	Indice:Zappi, Maratti - Rime I.pdf	
600218	Sacro Imeneo, per le tue faci accese	Giovanni Domenico Pioli					Letteratura	Sonetti	Indice:Zappi, Maratti - Rime I.pdf	
89404	Saffo a Faone	Publio Ovidio Nasone	I secolo a.C.	latino	Giacomo Zanella	1868	letteratura	Elegie	Indice:Versi di Giacomo Zanella.djvu	
242565	Saffo al salto di Leucade	Anonimo	Antichità	greco	Angelo Maria Ricci	1824	letteratura	Poesie	Indice:Le odi di Anacreonte e di Saffo.djvu	
80201	Saggio di rime devote e morali	Marianne Santini	1788				letteratura	Raccolte di poesie	Indice:Saggio di rime.djvu	
562257	Saggio Signor, che quanto parli e pensi	Jacopo Facciolati					Letteratura	Sonetti	Indice:Zappi, Maratti - Rime I.pdf	
932495	Salomè	Prosper Estieu	1911	occitano	Emanuele Portal	1911		poesie	Indice:Antologia provenzale, Hoepli, 1911.djvu	
104849	Salutazione a Venezia	Mattia Butturini	1766				letteratura	Poesie/Venezia	Indice:Raccolta di poesie in dialetto veneziano 1845.djvu	
746099	Salute manda lo tu' Buon Martini	Cecco Angiolieri	XIII secolo					sonetti	Indice:AA. VV. – Sonetti burleschi e realistici dei primi due secoli, Vol. I, 1920 – BEIC 1928288.djvu	
269983	Saluzzo	Silvio Pellico	1837				Letteratura	Poesie	Indice:Poesie inedite di Silvio Pellico I.djvu	
269969	San Carlo (Pellico)	Silvio Pellico	1837				Letteratura	Poesie	Indice:Poesie inedite di Silvio Pellico I.djvu	
932471	San Giovanni il mietitore	François Vidal.	1911	occitano	Emanuele Portal	1911		poesie	Indice:Antologia provenzale, Hoepli, 1911.djvu	
135543	San Giuseppe frittellaro	Adolfo Giaquinto	XIX secolo	romanesco			letteratura	Sonetti		"San Giuseppe faceva er falegname
E benchè fusse artista de talento
Nun se poteva mai levà la fame
{{R|4}}Pe' quanto lavorasse e stasse attento.
 
Un giorno fece ""Ahò! Cambiamo vento,
Lassam'annà ' sto mestieraccio infame!""

Prese 'na sporta, messe tutto drento
{{R|8}}e ccaricò er somaro de legname.

Poi se n'annò in Egitto co' Maria,
E doppo un par de giorni ch'arrivorno
{{R|11}}Uprì de botto 'na friggitoria.

Co' le frittelle fece gran affari.
Apposta in tutta Roma, in de 'sto giorno
{{R|14}}Sortono fòra tanti frittellari."
306754	San Giuvan-de-ggiuggno	Giuseppe Gioachino Belli	1834				letteratura	sonetti	Indice:Sonetti romaneschi III.djvu	
746948	San Marco e 'l doge, san Giuvanni e 'l giglio	Pieraccio Tedaldi	XIII secolo					sonetti	Indice:AA. VV. – Sonetti burleschi e realistici dei primi due secoli, Vol. II, 1920 – BEIC 1928827.djvu	
746983	San Marco e santa Zita e san Friáno	Anonimo	XIII secolo					sonetti	Indice:AA. VV. – Sonetti burleschi e realistici dei primi due secoli, Vol. II, 1920 – BEIC 1928827.djvu	
306438	San Pavolo prim'arimita	Giuseppe Gioachino Belli	1832				letteratura	corone di sonetti	Indice:Sonetti romaneschi II.djvu	
307119	San Vincenz'e Ssatanassio a Ttrevi	Giuseppe Gioachino Belli	1835				letteratura	sonetti	Indice:Sonetti romaneschi IV.djvu	
932570	San Vincenzo da Paola	Jacques Jasmin	1911	occitano	Emanuele Portal	1911		poesie	Indice:Antologia provenzale, Hoepli, 1911.djvu	
308325	Sant'Agustino lo mett'in dubbio	Giuseppe Gioachino Belli	1837				letteratura	sonetti	Indice:Sonetti romaneschi V.djvu	
827072	Sant'Ambrogio (Lucas)	Giuseppe Giusti					Letteratura	Poesie	Indice:The Oxford book of Italian verse.djvu	
307495	Sant'Orzola	Giuseppe Gioachino Belli	1832				letteratura	sonetti	Indice:Sonetti romaneschi VI.djvu	
306136	Sant'Ustacchio	Giuseppe Gioachino Belli	1831				letteratura	sonetti	Indice:Sonetti romaneschi I.djvu	
306866	Santa Filomena (Belli)	Giuseppe Gioachino Belli	1834				letteratura	sonetti	Indice:Sonetti romaneschi III.djvu	
269967	Santa Filomena (Pellico)	Silvio Pellico	1837				Letteratura	Poesie	Indice:Poesie inedite di Silvio Pellico I.djvu	
269968	Santa Fortunula	Silvio Pellico	1837				Letteratura	Poesie	Indice:Poesie inedite di Silvio Pellico I.djvu	
746965	Santa Lucia, per tua virginitate	Pieraccio Tedaldi	XIII secolo					sonetti	Indice:AA. VV. – Sonetti burleschi e realistici dei primi due secoli, Vol. II, 1920 – BEIC 1928827.djvu	
306238	Santa Luscia de quest'anno	Giuseppe Gioachino Belli	1832				letteratura	sonetti	Indice:Sonetti romaneschi II.djvu	
306570	Santa Marta che ffa llume a Ssan Pietro	Giuseppe Gioachino Belli	1833				letteratura	sonetti	Indice:Sonetti romaneschi II.djvu	
306548	Santa Rosa	Giuseppe Gioachino Belli	1833				letteratura	sonetti	Indice:Sonetti romaneschi II.djvu	
307492	Santaccia de Piazza Montanara	Giuseppe Gioachino Belli	1832				letteratura	corone di sonetti	Indice:Sonetti romaneschi VI.djvu	
693727	Santificata pria del gran natale	Alessandro Pegolotti					Letteratura	Sonetti	Indice:Zappi, Maratti - Rime I.pdf	
845383	Santo guerrier, che della gola infetta	Vincenzo Zito	XVII secolo				Letteratura	Sonetti	Indice:AA. VV. - Lirici marinisti.djvu	
306126	Santo Toto a Campovaccino	Giuseppe Gioachino Belli	1831				letteratura	sonetti	Indice:Sonetti romaneschi I.djvu	
746916	Saper ti fo ch'el mio detto rifermo	Cecco Nuccoli	XIII secolo					sonetti	Indice:AA. VV. – Sonetti burleschi e realistici dei primi due secoli, Vol. II, 1920 – BEIC 1928827.djvu	
746917	Sapere ti fo, Cucco, ch'io mi godo	Cecco Nuccoli	XIII secolo					sonetti	Indice:AA. VV. – Sonetti burleschi e realistici dei primi due secoli, Vol. II, 1920 – BEIC 1928827.djvu	
307445	Sara de Lotte	Giuseppe Gioachino Belli	1832				letteratura	sonetti	Indice:Sonetti romaneschi VI.djvu	
104405	Satira sopra le donne	Semonide	Antichità	greco	Giacomo Leopardi	1823	letteratura	poesie	Indice:Versi del conte Giacomo Leopardi.djvu	
757716	Satire (Alfieri, 1903)	Vittorio Alfieri	1777-1798				Letteratura	Raccolte di poesie/Poesia satirica	Indice:Gli epigrammi le satire, il Misogallo di Vittorio Alfieri (1903).djvu	
32713	Satire (Ariosto 1809)	Ludovico Ariosto	XVI secolo				letteratura	Raccolte di poesie/Poesia satirica	Indice:Ariosto - Satire, 1809.djvu	
402760	Satire (Ariosto 1857)	Ludovico Ariosto	XVI secolo				Letteratura	raccolte di poesie/poesia satirica	Indice:Ariosto-Op.minori.1-(1857).djvu	
248744	Satire (Giovenale)	Decimo Giunio Giovenale	I secolo	latino	Raffaello Vescovi	1875	letteratura	poesia satirica	Indice:Satire (Giovenale).djvu	
27067	Satire (Orazio)	Quinto Orazio Flacco	I secolo a.C.	latino	Luca Antonio Pagnini	1814	letteratura	Poesia satirica	Indice:Satire (Orazio).djvu	
30490	Satire (Persio)	Aulo Persio Flacco	I secolo	latino	Vincenzo Monti	1803	letteratura	Raccolte di poesie/poesia satirica	Indice:Satire (Persio).djvu	
746835	Scalza, spernata a modo d'un ribaldo	Niccolò de' Rossi	XIV secolo					sonetti	Indice:AA. VV. – Sonetti burleschi e realistici dei primi due secoli, Vol. I, 1920 – BEIC 1928288.djvu	
876592	Scettro, che d'alme gemme aureo lampeggia	Gabriello Chiabrera	XVII secolo				Letteratura	Canzoni	Indice:Opere (Chiabrera).djvu	
845384	Scherzava a l'aura errante	Vincenzo Zito	XVII secolo				Letteratura	Madrigali	Indice:AA. VV. - Lirici marinisti.djvu	
916822	Scherzi morali	Francesco Rapisardi	1868					Raccolte di poesie	Indice:Scherzi morali del prof. Francesco Rapisardi, Catania, Pastore, 1868.djvu	
206762	Scherzi poetici di vari celebri autori italiani e veneziani	Giovanni Battista Casti	1834				letteratura	Poesie	Indice:Scherzi poetici di vari celebri autori italiani e veneziani.djvu	
600222	Schifar le rose, ed abbraciar le spine	Angelo Poggesi					Letteratura	Sonetti	Indice:Zappi, Maratti - Rime I.pdf	
844391	Schivo de' folli errori, agile e mesto	Gennaro Grosso					Letteratura	Sonetti	Indice:AA. VV. - Lirici marinisti.djvu	
74335	Scienza e lavoro	Eliodoro Lombardi	1863				letteratura	Poesie		"(OPERAI DEL BRACCIO E DELLA MENTE) 

CORO

I

(TUTTI)

Con fronti sicure, con l'amine altere, 
Dai solchi sudati, dall'aspre miniere, 
Dagl'istmi recisi da' nostri fendenti, 
Dagli ardui trafori che uniscon le genti, 
Dal mar che varcammo fra nembi e procelle, 
Da specule eccelse che colgon le stelle, 
Dall'aule raccolte de' gravi Atenei 
Che covan l'auspicio di giorni men rei, 
Noi qui convenuti, novelli Titani, 
Chiamiamci fratelli, stringiamo le mani, 
E al dio della Forza che opprime la terra 
Portiamo, Titani, portiamo la guerra.

II 

(OPERAI DEL BRACCIO)

Ci escluser dal santo comune retaggio,
Ci han colmi e pasciuti di fiele e d'oltraggio -
Col marchio sul fronte, con rasa la chioma
Noi fummo gli schiavi d'Atene e di Roma: 
I Paria del Gange, i Lasci dei Goti, 
Noi fummo di Sparta gli squallidi Iloti -
E ier sulle nostrc consunte persone 
Fischiato ha la verga del crudo barone, 
Ma l'ora è suonata - sorgiamo Titani, 
Chiamiamci fratelli, stringiamo le mani. 
E al dio della Forza che opprime la terra, 
Portiamo, Titani, portiamo la guerra.

III

Miracol perenne d'industria e d'amore, 
Son l'opera nostra, son nostro sudore 
Di circhi e palagi le splendide mura. 
Di fertili campi la messe matura -
Eppur non vedete? - Le madri e le spose 
Ci guardan tremanti, ci guardan pensose. 
Che san che domani su lurido strame 
Languir ci vedranno di spasmo e di fame. 
Dal lurido strame sorgiamo Titani, 
Chiamiamci fratelli, stringiamo le mani. 
E al dio della Forza che opprime la terra 
Portiamo, Titani, portiamo la guerra.

IV

I pii Sacerdoti ci han detto: pazienza! 
I Saggi: speranza! le donne: prudenza! 
E intanto alla soglia del nostro abituro 
S'accoscia il bisogno che, rigido e scuro, 
A vender ci sforza su crudo mercato
Persin delle figlie l'onor vigilato. 
Ha pure un giaciglio la belva feroce, 
Ma nostro giaciglio non fu che la croce... 
Dal crudo giaciglio sorgiamo Titani, 
Chiamiamci fratelli, stringiamo le mani, 
E al dio della Forza che opprime la terra 
Portiamo, Titani, portiamo la guerra.

V

(OPERAI DELLA MENTE)

Portiamla...

(GLI ARTIERI)

Chi siete?

(OPERAI DELLA MENTE) 


Siam {{AutoreCitato|Platone|Plato}} ed {{AutoreCitato|Omero|Omero}}:
Siam {{AutoreCitato|Dante Alighieri|Dante}} ed Arnaldo noi siamo il Pensiero -
La luce noi siamo che suscita e bèa, 
Voi siete il lavoro che s'agita e crea. 
Portiamla - ma l'ascia, la marra, il piccone, 
I codici nostri, la nostra canzone, 
Ben queste sien l'armi del nostro riscatto,
Sien queste le cifre dell' ultimo patto. 
Scienza e lavoro ci leghi o Titani, 
Scienza e lavoro ci stringan le mani, 
E al dio della Forza che opprime la terra, 
Noi queti e senz'armi portiamo la guerra.

VI

La vecchia Babelle scoscende e rovina: 
E' reggia del fabbro la santa officina. 
Porgete l'orecchio. Di là d'occidente 
Udite uno scroscio che par di torrente? 
Son torme ululanti che fuggono il sole, 
Degli ultimi Acabbi son l'ultima prole. 
Non sangue o fratelli - son l'opra e l'ingegno 
Il cardin del casto novissimo regno -
Scienza e lavoro ci leghi o Titani, 
Scienza e lavoro ci stringan le mani, 
E al dio della Forza che opprime la terra 
Col dio dell'Amore portiamo la guerra.

VII

In mezzo del core, se il cor vi consiglia, 
Scrivete scrivete: Dio, Patria, Famiglia. 
E tempio la patria - la casa un altare -
Palladio il geloso domestico lare -
Baciatele in fronte le madri e le spose 
Che guardan tremanti che guardan pensose, 
Che dicon sommesse: più dolce, più schietto 
E il pane sudato, condito d'affetto. 
Or dunque sorgiamo, sorgiamo Titani: 
Scienza e lavoro ci stringan le mani, 
E al dio della Forza che opprime la terra 
Col dio dell 'Amore portiamo la guerra.

VIII

(TUTTI)

Con fronti sicure, con l'anime altere, 
Dai solchi sudati, dall'aspre miniere, 
Dagl'istmi recisi da nostri fendenti, 
Dagli ardui trafori che uniscon le genti, 
Dal mar che varcammo fra nembi e procelle, 
Da specule eccelse che colgon le stelle, 
Dall'aule raccolte de' gravi Atenei 
Che covan l'auspicio di giorni men rei, 
Noi qui convenuti, novelli Titani, 
Chiamiamci fratelli, stringiamo le mani, 
E al dio della Forza che opprime la terra 
Col dio dell'Amore portiamo la guerra.

''Palermo 1863''"
684216	Scioglie Eurilla dal lido. Io corro, e stolto	Carlo Maria Maggi					Letteratura	Sonetti	Indice:Zappi, Maratti - Rime I.pdf	
843470	Sciolta il crin, rotta i panni e nuda il piede	Claudio Achillini					Letteratura	Sonetti	Indice:AA. VV. - Lirici marinisti.djvu	
826922	Scipio, o pietade è morta od è bandita	Torquato Tasso					Letteratura	Poesie	Indice:The Oxford book of Italian verse.djvu	
746784	Sconossuto a modo di pellegrino	Niccolò de' Rossi	XIV secolo					sonetti	Indice:AA. VV. – Sonetti burleschi e realistici dei primi due secoli, Vol. I, 1920 – BEIC 1928288.djvu	
742869	Scoramento	Giovanni Prati	1844					sonetti	Indice:Prati, Giovanni – Poesie varie, Vol. I, 1916 – BEIC 1901289.djvu	
75024	Scorgi i tormenti miei, se gli occhi volti (Alberi)	Galileo Galilei	XVII secolo				letteratura	sonetti	Indice:Opere complete di Galileo Galilei XV.djvu	
329254	Scorgi i tormenti miei, se gli occhi volti (Favaro)	Galileo Galilei	XVII secolo				letteratura	Sonetti	Indice:le opere di Galileo Galilei IX.djvu	
602884	Scorre al piè di balze ombrose	Carlo Enrico Sanmartino					Letteratura	Sonetti	Indice:Zappi, Maratti - Rime I.pdf	
695526	Scossa talora la pesante e dura	Giovan Pietro Zanotti					Letteratura	Sonetti	Indice:Zappi, Maratti - Rime I.pdf	
168292	Scritti vari (Ardigò)	Roberto Ardigò	1922				Letteratura	Religione/Filosofia/Poesie	Indice:Ardigo - Scritti vari.djvu	
169123	Scritti vari (Ardigò)/Versi									
169175	Scritti vari (Ardigò)/Versi/Intecta fronde quies									
169174	Scritti vari (Ardigò)/Versi/Uno scherzo in un'ora allegra									
932414	Scritto sopra un album	Jules  Ronjat	1911	occitano	Emanuele Portal	1911		poesie	Indice:Antologia provenzale, Hoepli, 1911.djvu	
844607	Scrivea nel ciel caratteri di stelle	Anton Maria Narducci	XVII secolo				Letteratura	Sonetti	Indice:AA. VV. - Lirici marinisti.djvu	
43934	Scrivi, mi dice un valoroso sdegno	Faustina Maratti	1723				Letteratura	Sonetti	Indice:Zappi, Maratti - Rime I.pdf	
844774	Scrivo talor che m'avviluppa un laccio	Giuseppe Battista					Letteratura	Sonetti	Indice:AA. VV. - Lirici marinisti.djvu	
71560	Sdegna Clorinda a i femminili uffici	Petronilla Paolini Massimi	XVIII secolo				letteratura	Sonetti		"Sdegna Clorinda a i femminili uffici
chinar la destra, e sotto l'elmo accoglie
i biondi crini e con guerriere voglie
{{R|4}}fa del proprio valor pompa a i nemici.

Così gli alti natali e i lieti auspici
e gli aurei tetti e le regali spoglie
nulla curando, Amalasonta coglie
{{R|8}}de' fecondi Licei lauri felici.

Mente capace d'ogni nobil cura
ha il nostro sesso: or qual potente inganno
{{R|11}}dall'imprese d'onor l'alme ne fura?

So ben che i fati a noi guerra non fanno,
né i suoi doni contende a noi natura:
{{R|14}}sol del nostro valor l'uomo è tiranno."
844695	Sdegna la plebe de' minuti fiori	Girolamo Fontanella					Letteratura	Sonetti	Indice:AA. VV. - Lirici marinisti.djvu	
844800	Sdegni norme latine, esempli argivi	Giuseppe Battista					Letteratura	Sonetti	Indice:AA. VV. - Lirici marinisti.djvu	
746092	Se 'l capo a Min Zeppa fosse tagliato	Cecco Angiolieri	XIII secolo					sonetti	Indice:AA. VV. – Sonetti burleschi e realistici dei primi due secoli, Vol. I, 1920 – BEIC 1928288.djvu	
745990	Se 'l cor di Becchina fosse diamante	Cecco Angiolieri	XIII secolo					sonetti	Indice:AA. VV. – Sonetti burleschi e realistici dei primi due secoli, Vol. I, 1920 – BEIC 1928288.djvu	
746662	Se 'l meo 'nnamoramento e fino core	Iacopo da Leona	XIII secolo					sonetti	Indice:AA. VV. – Sonetti burleschi e realistici dei primi due secoli, Vol. I, 1920 – BEIC 1928288.djvu	
843089	Se 'l petto ha cristallino e mostra fore	Marcello Macedonio					Letteratura	Sonetti	Indice:AA. VV. - Lirici marinisti.djvu	
212151	Se a mali orrendi vittima voi siete	Solone	Antichità	greco	Achille Giulio Danesi	1886	letteratura	Poesie	Indice:Poesie_greche.djvu	
876452	Se a me scendono mai l'amiche Muse	Gabriello Chiabrera	XVII secolo				Letteratura	Canzoni	Indice:Opere (Chiabrera).djvu	
879516	Se all'amato Peleo Tetide riede	Gabriello Chiabrera	XVII secolo				Letteratura	Sonetti	Indice:Opere (Chiabrera).djvu	
626059	Se amate, almo mio Sol, ch'io canti, o scriva	Angelo Di Costanzo					Letteratura	Sonetti	Indice:Zappi, Maratti - Rime I.pdf	
876541	Se barbarico ardire	Gabriello Chiabrera	XVII secolo				Letteratura	Canzoni	Indice:Opere (Chiabrera).djvu	
746926	Se ben racorde, giá ne fuór punite	Cecco Nuccoli	XIII secolo					sonetti	Indice:AA. VV. – Sonetti burleschi e realistici dei primi due secoli, Vol. II, 1920 – BEIC 1928827.djvu	
845143	Se ben siete l'idea	Leonardo Quirini	XVII secolo				Letteratura	Madrigali	Indice:AA. VV. - Lirici marinisti.djvu	
746676	Se ci avesse alcun segnor piú campo	Monte Andrea	XIII secolo					sonetti	Indice:AA. VV. – Sonetti burleschi e realistici dei primi due secoli, Vol. I, 1920 – BEIC 1928288.djvu	
746871	Se ciascun ácen facesse un cantèo	Marino Ceccoli	XIV secolo					sonetti	Indice:AA. VV. – Sonetti burleschi e realistici dei primi due secoli, Vol. I, 1920 – BEIC 1928288.djvu	
694697	Se col pensier sovra me stesso io m'ergo	Pompeo Figari					Letteratura	Sonetti	Indice:Zappi, Maratti - Rime I.pdf	
746945	Se colla vita io esco de la buca	Pieraccio Tedaldi	XIII secolo					sonetti	Indice:AA. VV. – Sonetti burleschi e realistici dei primi due secoli, Vol. II, 1920 – BEIC 1928827.djvu	
845440	Se con la face Amor saetta ardori	Giovanni Canale	XVII secolo				Letteratura	Sonetti	Indice:AA. VV. - Lirici marinisti.djvu	
843061	Se con lunga fierezza	Tommaso Stigliani					Letteratura	Madrigali	Indice:AA. VV. - Lirici marinisti.djvu	
466675	Se conceduto mi fosse da Giove	Cino da Pistoia					Letteratura	Sonetti	Indice:Le Rime di Cino da Pistoia.djvu	
746670	Se convien Carlo suo tesoro egli apra	Monte Andrea/Schiatta Pallavillani	XIII secolo					sonetti	Indice:AA. VV. – Sonetti burleschi e realistici dei primi due secoli, Vol. I, 1920 – BEIC 1928288.djvu	
632687	Se cruda è Filli, e più s'inaspra al pianto	Angelo Poggesi					Letteratura	Sonetti	Indice:Zappi, Maratti - Rime I.pdf	
586689	Se da te apprese, Amore, e non altronde	Domenico Lazzarini					Letteratura	Sonetti	Indice:Zappi, Maratti - Rime I.pdf	
480612	Se Dante piange, dove ch'el si sia	Giovanni Boccaccio	XIV secolo					sonetti	Indice:Le Rime di Cino da Pistoia.djvu	
915611	Se degli avi il tesor, che siccome ombra	Gabriello Chiabrera	XVII secolo				Letteratura	Canzoni	Indice:Opere (Chiabrera).djvu	
695091	Se dell'immensa tua somma bontade	Antonio Maria Tommasi					Letteratura	Sonetti	Indice:Zappi, Maratti - Rime I.pdf	
876442	Se dell'Indegno acquisto	Gabriello Chiabrera	XVII secolo				Letteratura	Canzoni	Indice:Opere (Chiabrera).djvu	
845621	Se Democrito stempra il core in riso	Andrea Perrucci	XVII secolo				Letteratura	Sonetti	Indice:AA. VV. - Lirici marinisti.djvu	
879973	Se dentro l'ombra delle regie fronde	Gabriello Chiabrera	XVII secolo				Letteratura	Sonetti	Indice:Opere (Chiabrera).djvu	
879515	Se di quei vaghi fiori, onde riveste	Gabriello Chiabrera	XVII secolo				Letteratura	Sonetti	Indice:Opere (Chiabrera).djvu	
746055	Se Die m'aiuti, a le sante guagnèle	Cecco Angiolieri	XIII secolo					sonetti	Indice:AA. VV. – Sonetti burleschi e realistici dei primi due secoli, Vol. I, 1920 – BEIC 1928288.djvu	
843596	Se diede al tuo natal, bella mia Clori	Marcello Giovanetti					Letteratura	Sonetti	Indice:AA. VV. - Lirici marinisti.djvu	
746822	Se eo avesse tanta continenza	Niccolò de' Rossi	XIV secolo					sonetti	Indice:AA. VV. – Sonetti burleschi e realistici dei primi due secoli, Vol. I, 1920 – BEIC 1928288.djvu	
746672	Se Federigo il terzo e re Ricciardo	Anonimo	XIII secolo					sonetti	Indice:AA. VV. – Sonetti burleschi e realistici dei primi due secoli, Vol. I, 1920 – BEIC 1928288.djvu	
696504	Se fiammeggiare il Sole e l'auree stelle	Giuseppe Maria Ercolani					Letteratura	Sonetti	Indice:Zappi, Maratti - Rime I.pdf	
532872	Se fui, sono, e sarò sempre costante	Bartolomeo Cava					Letteratura	Sonetti	Indice:Zappi, Maratti - Rime I.pdf	
575686	Se giusto duol può meritar pietade	Ferdinando Antonio Ghedini					Letteratura	Sonetti	Indice:Zappi, Maratti - Rime I.pdf	
843673	Se già con cieco e poco saggio avviso	Giovan Leone Sempronio					Letteratura	Sonetti	Indice:AA. VV. - Lirici marinisti.djvu	
694630	Se grazia il Vinto al Vincitor veruna	Vincenzo da Filicaja					Letteratura	Sonetti	Indice:Zappi, Maratti - Rime I.pdf	
745998	Se i' non torni ne l'odio d'Amore	Cecco Angiolieri	XIII secolo					sonetti	Indice:AA. VV. – Sonetti burleschi e realistici dei primi due secoli, Vol. I, 1920 – BEIC 1928288.djvu	
694235	Se il libro di Bertoldo il ver narrò	Girolamo Gigli					Letteratura	Sonetti	Indice:Zappi, Maratti - Rime I.pdf	
592516	Se il Mar, che dorme, e l'ingemmato Aprile	Ludovico Antonio Muratori					Letteratura	Sonetti	Indice:Zappi, Maratti - Rime I.pdf	
694958	Se il merto, o Amici, oggi da voi s'onora	Filippo Leers					Letteratura	Sonetti	Indice:Zappi, Maratti - Rime I.pdf	
660058	Se il seguir sempre in faticosa impresa	Paolo Antonio Del Nero					Letteratura	Sonetti	Indice:Zappi, Maratti - Rime I.pdf	
845447	Se il Tasso ed il Marin, spirti canori	Giovanni Canale	XVII secolo				Letteratura	Sonetti	Indice:AA. VV. - Lirici marinisti.djvu	
688266	Se in me reo di più colpe il giusto Dio	Giuseppe Paolucci					Letteratura	Sonetti	Indice:Zappi, Maratti - Rime I.pdf	
632685	Se in un prato vegg'io leggiadro fiore	Gaetana Passerini					Letteratura	Sonetti	Indice:Zappi, Maratti - Rime I.pdf	
746008	Se io potesse con la lingua dire	Cecco Angiolieri	XIII secolo					sonetti	Indice:AA. VV. – Sonetti burleschi e realistici dei primi due secoli, Vol. I, 1920 – BEIC 1928288.djvu	
826794	Se io potessi far, fanciulla bella	Anonimo	XV secolo				Letteratura	Poesie	Indice:The Oxford book of Italian verse.djvu	
746899	Se l'antica potenza ritornasse	Gilio Gelli	XIII secolo					sonetti	Indice:AA. VV. – Sonetti burleschi e realistici dei primi due secoli, Vol. II, 1920 – BEIC 1928827.djvu	
626619	Se l'Empio ode per selva in cui s'aggira	Giovanni Battista Cotta					Letteratura	Sonetti	Indice:Zappi, Maratti - Rime I.pdf	
746036	Se l'omo avesse 'n sé conoscimento	Cecco Angiolieri	XIII secolo					sonetti	Indice:AA. VV. – Sonetti burleschi e realistici dei primi due secoli, Vol. I, 1920 – BEIC 1928288.djvu	
746818	Se l'omo in perpetuo stesse vivo	Niccolò de' Rossi	XIV secolo					sonetti	Indice:AA. VV. – Sonetti burleschi e realistici dei primi due secoli, Vol. I, 1920 – BEIC 1928288.djvu	
879555	Se l'opra, ove mio stil per sè vien meno	Gabriello Chiabrera	XVII secolo				Letteratura	Sonetti	Indice:Opere (Chiabrera).djvu	
664456	Se l'Uom, ch'ama sì poco il Ben più vero	Girolamo Tartarotti					Letteratura	Sonetti	Indice:Zappi, Maratti - Rime I.pdf	
692553	Se la donna infedel, che il folle vanto	Eustachio Manfredi					Letteratura	Sonetti	Indice:Zappi, Maratti - Rime I.pdf	
844776	Se la madre d'Amor dall'acque uscio	Giuseppe Battista					Letteratura	Sonetti	Indice:AA. VV. - Lirici marinisti.djvu	
695032	Se la misera incauta Farfalletta	Giovan Gioseffo Orsi					Letteratura	Sonetti	Indice:Zappi, Maratti - Rime I.pdf	
826688	Se lamentar augelli, o verdi fronde (Lucas)	Francesco Petrarca					Letteratura	Poesie	Indice:The Oxford book of Italian verse.djvu	
879965	Se lenta il mostro, che di spuma inferna	Gabriello Chiabrera	XVII secolo				Letteratura	Sonetti	Indice:Opere (Chiabrera).djvu	
43898	Se mai degli anni in un col corso andranno	Faustina Maratti	1723				Letteratura	Sonetti	Indice:Zappi, Maratti - Rime I.pdf	
532366	Se mai non fu largo perdon conteso	Giovanni Bartolomeo Casaregi					Letteratura	Sonetti	Indice:Zappi, Maratti - Rime I.pdf	
693978	Se mai per superbo le leggieri penne	Ercole Maria Zanotti					Letteratura	Sonetti	Indice:Zappi, Maratti - Rime I.pdf	
632869	Se miglia appunto novecento ogn'ora	Domenico Serasola					Letteratura	Sonetti	Indice:Zappi, Maratti - Rime I.pdf	
309136	Se more	Giuseppe Gioachino Belli	1834				letteratura	sonetti	Indice:Sonetti romaneschi III.djvu	
62203	Se Morte prevenisse al mio partire	Alberto d'Adovardo Alberti	1446				letteratura	Sonetti		"Se Morte prevenisse al mio partire,
più dolze mi saria che 'l viver poi
non riveggendo mai simile a voi,
{{R|4}}madonna, ogni mia speme, ogni disire.

Soccorri adunque, o Morte, al mio languire,
concedimi l'andar presto fra i tuoi,
tra'mi di vita e delli inganni suoi,
{{R|8}}poi che vivendo ho più volte a morire.

Se Morte pur mi lascia miser privo
in questo rio partir, che farò in vita
{{R|11}}se non languire assai più ch'io non soglio?

Amore e Morte m'hanno tanto a schivo
che l'un non vuole e l'altro non mi aita:
{{R|14}}onde, qual maraviglia s'io mi doglio?"
306070	Se n'è ito	Giuseppe Gioachino Belli	1830				letteratura	sonetti	Indice:Sonetti romaneschi I.djvu	
306071	Se ne va!	Giuseppe Gioachino Belli	1830				letteratura	sonetti	Indice:Sonetti romaneschi I.djvu	
481091	Se nel mio bene ognun fosse leale	Antonio Pucci	XIV secolo					sonetti	Indice:Le Rime di Cino da Pistoia.djvu	
624638	Se nel notturno orror, Cintia, ti prese	Giovanni Battista Richeri					Letteratura	Sonetti/Astronomia	Indice:Zappi, Maratti - Rime I.pdf	
746602	Se non l'atate, fate villania	Rustico Filippi	XIII secolo					sonetti	Indice:AA. VV. – Sonetti burleschi e realistici dei primi due secoli, Vol. I, 1920 – BEIC 1928288.djvu	
454828	Se non si move d'ogni parte amore	Cino da Pistoia					Letteratura	Sonetti	Indice:Le Rime di Cino da Pistoia.djvu	
466689	Se non si muor, non troverà mai posa	Cino da Pistoia	XIV secolo					sonetti	Indice:Le Rime di Cino da Pistoia.djvu	
746964	Se parte del vedere i' ho mancato	Pieraccio Tedaldi	XIII secolo					sonetti	Indice:AA. VV. – Sonetti burleschi e realistici dei primi due secoli, Vol. II, 1920 – BEIC 1928827.djvu	
617196	Se Pastorello innamorato scriva	Giovanni Battista Ciapetti					Letteratura	Sonetti	Indice:Zappi, Maratti - Rime I.pdf	
